,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
158,frozenset({'eggs'}),frozenset({'pepper'}),0.8061224489795918,0.8061224489795918,0.7551020408163265,0.9367088607594936,1.1619932703092453,0.10526863806747178,3.0632653061224433,0.7190611664295868
159,frozenset({'pepper'}),frozenset({'eggs'}),0.8061224489795918,0.8061224489795918,0.7551020408163265,0.9367088607594936,1.1619932703092453,0.10526863806747178,3.0632653061224433,0.7190611664295868
224,frozenset({'pepper'}),frozenset({'tea'}),0.8061224489795918,0.7857142857142857,0.7295918367346939,0.9050632911392404,1.1518987341772151,0.09620991253644318,2.257142857142856,0.6801619433198383
225,frozenset({'tea'}),frozenset({'pepper'}),0.7857142857142857,0.8061224489795918,0.7295918367346939,0.9285714285714286,1.1518987341772151,0.09620991253644318,2.7142857142857153,0.6153846153846155
250,"frozenset({'beer', 'bread'})",frozenset({'pepper'}),0.7755102040816326,0.8061224489795918,0.7346938775510204,0.9473684210526316,1.1752165223184545,0.10953769262807167,3.683673469387759,0.6641414141414143
252,"frozenset({'beer', 'pepper'})",frozenset({'bread'}),0.7857142857142857,0.8112244897959183,0.7346938775510204,0.9350649350649352,1.1526586620926245,0.09730320699708461,2.907142857142862,0.6180555555555559
253,frozenset({'bread'}),"frozenset({'beer', 'pepper'})",0.8112244897959183,0.7857142857142857,0.7346938775510204,0.9056603773584907,1.1526586620926245,0.09730320699708461,2.271428571428575,0.7015765765765768
255,frozenset({'pepper'}),"frozenset({'beer', 'bread'})",0.8061224489795918,0.7755102040816326,0.7346938775510204,0.9113924050632912,1.1752165223184545,0.10953769262807167,2.5335276967930054,0.7690058479532166
268,"frozenset({'beer', 'butter'})",frozenset({'milk'}),0.7806122448979592,0.8163265306122449,0.7346938775510204,0.9411764705882353,1.1529411764705881,0.09745939192003328,3.1224489795918355,0.6046511627906975
305,"frozenset({'beer', 'cheese'})",frozenset({'pepper'}),0.7857142857142857,0.8061224489795918,0.7346938775510204,0.9350649350649352,1.1599539700805526,0.10131195335276977,2.9857142857142898,0.643518518518519
308,frozenset({'pepper'}),"frozenset({'beer', 'cheese'})",0.8061224489795918,0.7857142857142857,0.7346938775510204,0.9113924050632912,1.1599539700805526,0.10131195335276977,2.418367346938778,0.711257309941521
346,"frozenset({'coffee', 'beer'})",frozenset({'pepper'}),0.7755102040816326,0.8061224489795918,0.7295918367346939,0.9407894736842105,1.1670552964690206,0.10443565181174508,3.274376417233559,0.6376350921805466
351,frozenset({'pepper'}),"frozenset({'coffee', 'beer'})",0.8061224489795918,0.7755102040816326,0.7295918367346939,0.9050632911392404,1.1670552964690206,0.10443565181174508,2.364625850340135,0.7383143172616855
376,"frozenset({'eggs', 'beer'})",frozenset({'pepper'}),0.7755102040816326,0.8061224489795918,0.7346938775510204,0.9473684210526316,1.1752165223184545,0.10953769262807167,3.683673469387759,0.6641414141414143
378,"frozenset({'beer', 'pepper'})",frozenset({'eggs'}),0.7857142857142857,0.8061224489795918,0.7346938775510204,0.9350649350649352,1.1599539700805526,0.10131195335276977,2.9857142857142898,0.643518518518519
379,frozenset({'eggs'}),"frozenset({'beer', 'pepper'})",0.8061224489795918,0.7857142857142857,0.7346938775510204,0.9113924050632912,1.1599539700805526,0.10131195335276977,2.418367346938778,0.711257309941521
381,frozenset({'pepper'}),"frozenset({'eggs', 'beer'})",0.8061224489795918,0.7755102040816326,0.7346938775510204,0.9113924050632912,1.1752165223184545,0.10953769262807167,2.5335276967930054,0.7690058479532166
437,"frozenset({'beer', 'juice'})",frozenset({'pepper'}),0.8214285714285714,0.8061224489795918,0.7653061224489796,0.9316770186335404,1.1557512383048982,0.10313411078717194,2.8376623376623367,0.7546666666666662
440,frozenset({'pepper'}),"frozenset({'beer', 'juice'})",0.8061224489795918,0.8214285714285714,0.7653061224489796,0.9493670886075949,1.1557512383048982,0.10313411078717194,3.5267857142857117,0.6950877192982452
551,"frozenset({'bread', 'juice'})",frozenset({'pepper'}),0.7602040816326531,0.8061224489795918,0.7346938775510204,0.9664429530201343,1.1988785999490272,0.12187630154102458,5.777551020408171,0.6917848699763594
552,"frozenset({'pepper', 'juice'})",frozenset({'bread'}),0.7857142857142857,0.8112244897959183,0.7346938775510204,0.9350649350649352,1.1526586620926245,0.09730320699708461,2.907142857142862,0.6180555555555559
553,frozenset({'bread'}),"frozenset({'pepper', 'juice'})",0.8112244897959183,0.7857142857142857,0.7346938775510204,0.9056603773584907,1.1526586620926245,0.09730320699708461,2.271428571428575,0.7015765765765768
554,frozenset({'pepper'}),"frozenset({'bread', 'juice'})",0.8061224489795918,0.7602040816326531,0.7346938775510204,0.9113924050632912,1.1988785999490275,0.12187630154102458,2.7062682215743465,0.8556286549707602
563,"frozenset({'bread', 'sugar'})",frozenset({'pepper'}),0.7806122448979592,0.8061224489795918,0.7295918367346939,0.9346405228758169,1.1594274840737981,0.10032278217409407,2.9663265306122404,0.6267685802569521
564,"frozenset({'pepper', 'sugar'})",frozenset({'bread'}),0.7755102040816326,0.8112244897959183,0.7295918367346939,0.9407894736842105,1.1597153260509765,0.10047896709704296,3.188208616780045,0.6134774316592502
566,frozenset({'pepper'}),"frozenset({'bread', 'sugar'})",0.8061224489795918,0.7806122448979592,0.7295918367346939,0.9050632911392404,1.1594274840737981,0.10032278217409407,2.310884353741495,0.7092381302907614
599,"frozenset({'coffee', 'juice'})",frozenset({'cheese'}),0.7857142857142857,0.8316326530612245,0.7551020408163265,0.961038961038961,1.1556051310652538,0.10167638483965014,4.32142857142857,0.6283783783783783
602,frozenset({'cheese'}),"frozenset({'coffee', 'juice'})",0.8316326530612245,0.7857142857142857,0.7551020408163265,0.9079754601226994,1.1556051310652538,0.10167638483965014,2.3285714285714283,0.7997542997542996
611,"frozenset({'eggs', 'juice'})",frozenset({'cheese'}),0.7653061224489796,0.8316326530612245,0.7346938775510204,0.9600000000000001,1.154355828220859,0.09824031653477727,4.209183673469396,0.5697463768115946
618,"frozenset({'sugar', 'cheese'})",frozenset({'eggs'}),0.7857142857142857,0.8061224489795918,0.7295918367346939,0.9285714285714286,1.1518987341772151,0.09620991253644318,2.7142857142857153,0.6153846153846155
619,frozenset({'eggs'}),"frozenset({'sugar', 'cheese'})",0.8061224489795918,0.7857142857142857,0.7295918367346939,0.9050632911392404,1.1518987341772151,0.09620991253644318,2.257142857142856,0.6801619433198383
